iteration	TMSE
79711		0.002331
79712		0.002331
79713		0.002331
79714		0.002331
79715		0.002331
79716		0.002331
79717		0.002331
79718		0.002331
79719		0.002331
79720		0.002331
79721		0.002331
79722		0.002331
79723		0.002331
79724		0.002331
79725		0.002331
79726		0.002331
79727		0.002331
79728		0.002331
79729		0.002331
79730		0.002331
79731		0.002331
79732		0.002331
79733		0.002331
79734		0.002331
79735		0.002331
79736		0.002331
79737		0.002331
79738		0.002331
79739		0.002331
79740		0.002331
79741		0.002331
79742		0.002331
79743		0.002331
79744		0.002331
79745		0.002331
79746		0.002331
79747		0.002331
79748		0.002331
79749		0.002331
79750		0.002331
79751		0.002331
79752		0.002331
79753		0.002331
79754		0.002331
79755		0.002331
79756		0.002331
79757		0.002331
79758		0.002331
79759		0.002331
79760		0.002331
79761		0.002331
79762		0.002331
79763		0.002331
79764		0.002331
79765		0.002331
79766		0.002331
79767		0.002331
79768		0.002331
79769		0.002331
79770		0.002331
79771		0.002331
79772		0.002331
79773		0.002331
79774		0.002331
79775		0.002331
79776		0.002331
79777		0.002331
79778		0.002331
79779		0.002331
79780		0.002331
79781		0.002331
79782		0.002331
79783		0.002331
79784		0.002331
79785		0.002331
79786		0.002331
79787		0.002331
79788		0.002331
79789		0.002331
79790		0.002331
79791		0.002331
79792		0.002331
79793		0.002331
79794		0.002331
79795		0.002331
79796		0.002331
79797		0.002331
79798		0.002331
79799		0.002331
79800		0.002331
79801		0.002331
79802		0.002331
79803		0.002331
79804		0.002331
79805		0.002331
79806		0.002331
79807		0.002331
79808		0.002331
79809		0.002331
79810		0.002331
79811		0.002331
79812		0.002331
79813		0.002331
79814		0.002331
79815		0.002331
79816		0.002331
79817		0.002331
79818		0.002331
79819		0.002331
79820		0.002331
79821		0.002331
79822		0.002331
79823		0.002331
79824		0.002331
79825		0.002331
79826		0.002331
79827		0.002331
79828		0.002331
79829		0.002331
79830		0.002331
79831		0.002331
79832		0.002331
79833		0.002331
79834		0.002331
79835		0.002331
79836		0.002331
79837		0.002331
79838		0.002331
79839		0.002331
79840		0.002331
79841		0.002331
79842		0.002331
79843		0.002331
79844		0.002331
79845		0.002331
79846		0.002331
79847		0.002331
79848		0.002331
79849		0.002331
79850		0.002331
79851		0.002331
79852		0.002331
79853		0.002331
79854		0.002331
79855		0.002331
79856		0.002331
79857		0.002331
79858		0.002331
79859		0.002331
79860		0.002331
79861		0.002331
79862		0.002331
79863		0.002331
79864		0.002331
79865		0.002331
79866		0.002331
79867		0.002331
79868		0.002331
79869		0.002331
79870		0.002331
79871		0.002331
79872		0.002331
79873		0.002331
79874		0.002331
79875		0.002331
79876		0.002331
79877		0.002331
79878		0.002331
79879		0.002331
79880		0.002331
79881		0.002331
79882		0.002331
79883		0.002331
79884		0.002331
79885		0.002331
79886		0.002331
79887		0.002331
79888		0.002331
79889		0.002331
79890		0.002331
79891		0.002331
79892		0.002331
79893		0.002331
79894		0.002331
79895		0.002331
79896		0.002331
79897		0.002331
79898		0.002331
79899		0.002331
79900		0.002331
79901		0.002331
79902		0.002331
79903		0.002331
79904		0.002331
79905		0.002331
79906		0.002331
79907		0.002331
79908		0.002331
79909		0.002331
79910		0.002331
79911		0.002331
79912		0.002331
79913		0.002331
79914		0.002331
79915		0.002331
79916		0.002331
79917		0.002331
79918		0.002331
79919		0.002331
79920		0.002331
79921		0.002331
79922		0.002331
79923		0.002331
79924		0.002331
79925		0.002331
79926		0.002331
79927		0.002331
79928		0.002331
79929		0.002331
79930		0.002331
79931		0.002331
79932		0.002331
79933		0.002331
79934		0.002331
79935		0.002331
79936		0.002331
79937		0.002331
79938		0.002331
79939		0.002331
79940		0.002331
79941		0.002331
79942		0.002331
79943		0.002331
79944		0.002331
79945		0.002331
79946		0.002331
79947		0.002331
79948		0.002331
79949		0.002331
79950		0.002331
79951		0.002331
79952		0.002331
79953		0.002331
79954		0.002331
79955		0.002331
79956		0.002331
79957		0.002331
79958		0.002331
79959		0.002331
79960		0.002331
79961		0.002331
79962		0.002331
79963		0.002331
79964		0.002331
79965		0.002331
79966		0.002331
79967		0.002331
79968		0.002331
79969		0.002331
79970		0.002331
79971		0.002331
79972		0.002331
79973		0.002331
79974		0.002331
79975		0.002331
79976		0.002331
79977		0.002331
79978		0.002331
79979		0.002331
79980		0.002331
79981		0.002331
79982		0.002331
79983		0.002331
79984		0.002331
79985		0.002331
79986		0.002331
79987		0.002331
79988		0.002331
79989		0.002331
79990		0.002331
79991		0.002331
79992		0.002331
79993		0.002331
79994		0.002331
79995		0.002331
79996		0.002331
79997		0.002331
79998		0.002331
79999		0.002331
80000		0.002331
80001		0.002331
80002		0.002331
80003		0.002331
80004		0.002331
80005		0.002331
80006		0.002331
80007		0.002331
80008		0.002331
80009		0.002331
80010		0.002331
80011		0.002331
80012		0.002331
80013		0.002331
80014		0.002331
80015		0.002331
80016		0.002331
80017		0.002331
80018		0.002331
80019		0.002331
80020		0.002331
80021		0.002331
80022		0.002331
80023		0.002331
80024		0.002331
80025		0.002331
80026		0.002331
80027		0.002331
80028		0.002331
80029		0.002331
80030		0.002331
80031		0.002331
80032		0.002331
80033		0.002331
80034		0.002331
80035		0.002331
80036		0.002331
80037		0.002331
80038		0.002331
80039		0.002331
80040		0.002331
80041		0.002331
80042		0.002331
80043		0.002331
80044		0.002331
80045		0.002331
80046		0.002331
80047		0.002331
80048		0.002331
80049		0.002331
80050		0.002331
80051		0.002331
80052		0.002331
80053		0.002331
80054		0.002331
80055		0.002331
80056		0.002331
80057		0.002331
80058		0.002331
80059		0.002331
80060		0.002331
80061		0.002331
80062		0.002331
80063		0.002331
80064		0.002331
80065		0.002331
80066		0.002331
80067		0.002331
80068		0.002331
80069		0.002331
80070		0.002331
80071		0.002331
80072		0.002331
80073		0.002331
80074		0.002331
80075		0.002331
80076		0.002331
80077		0.002331
80078		0.002331
80079		0.002331
80080		0.002331
80081		0.002331
80082		0.002331
80083		0.002331
80084		0.002331
80085		0.002331
80086		0.002331
80087		0.002331
80088		0.002331
80089		0.002331
80090		0.002331
80091		0.002331
80092		0.002331
80093		0.002331
80094		0.002331
80095		0.002331
80096		0.002331
80097		0.002331
80098		0.002331
80099		0.002331
80100		0.002331
80101		0.002331
80102		0.002331
80103		0.002331
80104		0.002331
80105		0.002331
80106		0.002331
80107		0.002331
80108		0.002331
80109		0.002331
80110		0.002331
80111		0.002331
80112		0.002331
80113		0.002331
80114		0.002331
80115		0.002331
80116		0.002331
80117		0.002331
80118		0.002331
80119		0.002331
80120		0.002331
80121		0.002331
80122		0.002331
80123		0.002331
80124		0.002331
80125		0.002331
80126		0.002331
80127		0.002331
80128		0.002331
80129		0.002331
80130		0.002331
80131		0.002331
80132		0.002331
80133		0.002331
80134		0.002331
80135		0.002331
80136		0.002331
80137		0.002331
80138		0.002331
80139		0.002331
80140		0.002331
80141		0.002331
80142		0.002331
80143		0.002331
80144		0.002331
80145		0.002331
80146		0.002331
80147		0.002331
80148		0.002331
80149		0.002331
80150		0.002331
80151		0.002331
80152		0.002331
80153		0.002331
80154		0.002331
80155		0.002331
80156		0.002331
80157		0.002331
80158		0.002331
80159		0.002331
80160		0.002331
80161		0.002331
80162		0.002331
80163		0.002331
80164		0.002331
80165		0.002331
80166		0.002331
80167		0.002331
80168		0.002331
80169		0.002331
80170		0.002331
80171		0.002331
80172		0.002331
80173		0.002331
80174		0.002331
80175		0.002331
80176		0.002331
80177		0.002331
80178		0.002331
80179		0.002331
80180		0.002331
80181		0.002331
80182		0.002331
80183		0.002331
80184		0.002331
80185		0.002331
80186		0.002331
80187		0.002331
80188		0.002331
80189		0.002331
80190		0.002331
80191		0.002331
80192		0.002331
80193		0.002331
80194		0.002331
80195		0.002331
80196		0.002331
80197		0.002331
80198		0.002331
80199		0.002331
80200		0.002331
80201		0.002331
80202		0.002331
80203		0.002331
80204		0.002331
80205		0.002331
80206		0.002331
80207		0.002331
80208		0.002331
80209		0.002331
80210		0.002331
80211		0.002331
80212		0.002331
80213		0.002331
80214		0.002331
80215		0.002331
80216		0.002331
80217		0.002331
80218		0.002331
80219		0.002331
80220		0.002331
80221		0.002331
80222		0.002331
80223		0.002331
80224		0.002331
80225		0.002331
80226		0.002331
80227		0.002331
80228		0.002331
80229		0.002331
80230		0.002331
80231		0.002331
80232		0.002331
80233		0.002331
80234		0.002331
80235		0.002331
80236		0.002331
80237		0.002331
80238		0.002331
80239		0.002331
80240		0.002331
80241		0.002331
80242		0.002331
80243		0.002331
80244		0.002331
80245		0.002331
80246		0.002331
80247		0.002331
80248		0.002331
80249		0.002331
80250		0.002331
80251		0.002331
80252		0.002331
80253		0.002331
80254		0.002331
80255		0.002331
80256		0.002331
80257		0.002331
80258		0.002331
80259		0.002331
80260		0.002331
80261		0.002331
80262		0.002331
80263		0.002331
80264		0.002331
80265		0.002331
80266		0.002331
80267		0.002331
80268		0.002331
80269		0.002331
80270		0.002331
80271		0.002331
80272		0.002331
80273		0.002331
80274		0.002331
80275		0.002331
80276		0.002331
80277		0.002331
80278		0.002331
80279		0.002331
80280		0.002331
80281		0.002331
80282		0.002331
80283		0.002331
80284		0.002331
80285		0.002331
80286		0.002331
80287		0.002331
80288		0.002331
80289		0.002331
80290		0.002331
80291		0.002331
80292		0.002331
80293		0.002331
80294		0.002331
80295		0.002331
80296		0.002331
80297		0.002331
80298		0.002331
80299		0.002331
80300		0.002331
80301		0.002331
80302		0.002331
80303		0.002331
80304		0.002331
80305		0.002331
80306		0.002331
80307		0.002331
80308		0.002331
80309		0.002331
80310		0.002331
80311		0.002331
80312		0.002331
80313		0.002331
80314		0.002331
80315		0.002331
80316		0.002331
80317		0.002331
80318		0.002331
80319		0.002331
80320		0.002331
80321		0.002331
80322		0.002331
80323		0.002331
80324		0.002331
80325		0.002331
80326		0.002331
80327		0.002331
80328		0.002331
80329		0.002331
80330		0.002331
80331		0.002331
80332		0.002331
80333		0.002331
80334		0.002331
80335		0.002331
80336		0.002331
80337		0.002331
80338		0.002331
80339		0.002331
80340		0.002331
80341		0.002331
80342		0.002331
80343		0.002331
80344		0.002331
80345		0.002331
80346		0.002331
80347		0.002331
80348		0.002331
80349		0.002331
80350		0.002331
80351		0.002331
80352		0.002331
80353		0.002331
80354		0.002331
80355		0.002331
80356		0.002331
80357		0.002331
80358		0.002331
80359		0.002331
80360		0.002331
80361		0.002331
80362		0.002331
80363		0.002331
80364		0.002331
80365		0.002331
80366		0.002331
80367		0.002331
80368		0.002331
80369		0.002331
80370		0.002331
80371		0.002331
80372		0.002331
80373		0.002331
80374		0.002331
80375		0.002331
80376		0.002331
80377		0.002331
80378		0.002331
80379		0.002331
80380		0.002331
80381		0.002331
80382		0.002331
80383		0.002331
80384		0.002331
80385		0.002331
80386		0.002331
80387		0.002331
80388		0.002331
80389		0.002331
80390		0.002331
80391		0.002331
80392		0.002331
80393		0.002331
80394		0.002331
80395		0.002331
80396		0.002331
80397		0.002331
80398		0.002331
80399		0.002331
80400		0.002331
80401		0.002331
80402		0.002331
80403		0.002331
80404		0.002331
80405		0.002331
80406		0.002331
80407		0.002331
80408		0.002331
80409		0.002331
80410		0.002331
80411		0.002331
80412		0.002331
80413		0.002331
80414		0.002331
80415		0.002331
80416		0.002331
80417		0.002331
80418		0.002331
80419		0.002331
80420		0.002331
80421		0.002331
80422		0.002331
80423		0.002331
80424		0.002331
80425		0.002331
80426		0.002331
80427		0.002331
80428		0.002331
80429		0.002331
80430		0.002331
80431		0.002331
80432		0.002331
80433		0.002331
80434		0.002331
80435		0.002331
80436		0.002331
80437		0.002331
80438		0.002331
80439		0.002331
80440		0.002331
80441		0.002331
80442		0.002331
80443		0.002331
80444		0.002331
80445		0.002331
80446		0.002331
80447		0.002331
80448		0.002331
80449		0.002331
80450		0.002331
80451		0.002331
80452		0.002331
80453		0.002331
80454		0.002331
80455		0.002331
80456		0.002331
80457		0.002331
80458		0.002331
80459		0.002331
80460		0.002331
80461		0.002331
80462		0.002331
80463		0.002331
80464		0.002331
80465		0.002331
80466		0.002331
80467		0.002331
80468		0.002331
80469		0.002331
80470		0.002331
80471		0.002331
80472		0.002331
80473		0.002331
80474		0.002331
80475		0.002331
80476		0.002331
80477		0.002331
80478		0.002331
80479		0.002331
80480		0.002331
80481		0.002331
80482		0.002331
80483		0.002331
80484		0.002331
80485		0.002331
80486		0.002331
80487		0.002331
80488		0.002331
80489		0.002331
80490		0.002331
80491		0.002331
80492		0.002331
80493		0.002331
80494		0.002331
80495		0.002331
80496		0.002331
80497		0.002331
80498		0.002331
80499		0.002331
80500		0.002331
80501		0.002331
80502		0.002331
80503		0.002331
80504		0.002331
80505		0.002331
80506		0.002331
80507		0.002331
80508		0.002331
80509		0.002331
80510		0.002331
80511		0.002331
80512		0.002331
80513		0.002331
80514		0.002331
80515		0.002331
80516		0.002331
80517		0.002331
80518		0.002331
80519		0.002331
80520		0.002331
80521		0.002331
80522		0.002331
80523		0.002331
80524		0.002331
80525		0.002331
80526		0.002331
80527		0.002331
80528		0.002331
80529		0.002331
80530		0.002331
80531		0.002331
80532		0.002331
80533		0.002331
80534		0.002331
80535		0.002331
80536		0.002331
80537		0.002331
80538		0.002331
80539		0.002331
80540		0.002331
80541		0.002331
80542		0.002331
80543		0.002331
80544		0.002331
80545		0.002331
80546		0.002331
80547		0.002331
80548		0.002331
80549		0.002330
80550		0.002330
80551		0.002330
80552		0.002331
80553		0.002330
80554		0.002330
80555		0.002330
80556		0.002330
80557		0.002330
80558		0.002330
80559		0.002330
80560		0.002330
80561		0.002330
80562		0.002330
80563		0.002330
80564		0.002330
80565		0.002330
80566		0.002330
80567		0.002330
80568		0.002330
80569		0.002330
80570		0.002330
80571		0.002330
80572		0.002330
80573		0.002330
80574		0.002330
80575		0.002330
80576		0.002330
80577		0.002330
80578		0.002330
80579		0.002330
80580		0.002330
80581		0.002330
80582		0.002330
80583		0.002330
80584		0.002330
80585		0.002330
80586		0.002330
80587		0.002330
80588		0.002330
80589		0.002330
80590		0.002330
80591		0.002330
80592		0.002330
80593		0.002330
80594		0.002330
80595		0.002330
80596		0.002330
80597		0.002330
80598		0.002330
80599		0.002330
80600		0.002330
80601		0.002330
80602		0.002330
80603		0.002330
80604		0.002330
80605		0.002330
80606		0.002330
80607		0.002330
80608		0.002330
80609		0.002330
80610		0.002330
80611		0.002330
80612		0.002330
80613		0.002330
80614		0.002330
80615		0.002330
80616		0.002330
80617		0.002330
80618		0.002330
80619		0.002330
80620		0.002330
80621		0.002330
80622		0.002330
80623		0.002330
80624		0.002330
80625		0.002330
80626		0.002330
80627		0.002330
80628		0.002330
80629		0.002330
80630		0.002330
80631		0.002330
80632		0.002330
80633		0.002330
80634		0.002330
80635		0.002330
80636		0.002330
80637		0.002330
80638		0.002330
80639		0.002330
80640		0.002330
80641		0.002330
80642		0.002330
80643		0.002330
80644		0.002330
80645		0.002330
80646		0.002330
80647		0.002330
80648		0.002330
80649		0.002330
80650		0.002330
80651		0.002330
80652		0.002330
80653		0.002330
80654		0.002330
80655		0.002330
80656		0.002330
80657		0.002330
80658		0.002330
80659		0.002330
80660		0.002330
80661		0.002330
80662		0.002330
80663		0.002330
80664		0.002330
80665		0.002330
80666		0.002330
80667		0.002330
80668		0.002330
80669		0.002330
80670		0.002330
80671		0.002330
80672		0.002330
80673		0.002330
80674		0.002330
80675		0.002330
80676		0.002330
80677		0.002330
80678		0.002330
80679		0.002330
80680		0.002330
80681		0.002330
80682		0.002330
80683		0.002330
80684		0.002330
80685		0.002330
80686		0.002330
80687		0.002330
80688		0.002330
80689		0.002330
80690		0.002330
80691		0.002330
80692		0.002330
80693		0.002330
80694		0.002330
80695		0.002330
80696		0.002330
80697		0.002330
80698		0.002330
80699		0.002330
80700		0.002330
80701		0.002330
80702		0.002330
80703		0.002330
80704		0.002330
80705		0.002330
80706		0.002330
80707		0.002330
80708		0.002330
80709		0.002330
80710		0.002330
80711		0.002330
80712		0.002330
80713		0.002330
80714		0.002330
80715		0.002330
80716		0.002330
80717		0.002330
80718		0.002330
80719		0.002330
80720		0.002330
80721		0.002330
80722		0.002330
80723		0.002330
80724		0.002330
80725		0.002330
80726		0.002330
80727		0.002330
80728		0.002330
80729		0.002330
80730		0.002330
80731		0.002330
80732		0.002330
80733		0.002330
80734		0.002330
80735		0.002330
80736		0.002330
80737		0.002330
80738		0.002330
80739		0.002330
80740		0.002330
80741		0.002330
80742		0.002330
80743		0.002330
80744		0.002330
80745		0.002330
80746		0.002330
80747		0.002330
80748		0.002330
80749		0.002330
80750		0.002330
80751		0.002330
80752		0.002330
80753		0.002330
80754		0.002330
80755		0.002330
80756		0.002330
80757		0.002330
80758		0.002330
80759		0.002330
80760		0.002330
80761		0.002330
80762		0.002330
80763		0.002330
80764		0.002330
80765		0.002330
80766		0.002330
80767		0.002330
80768		0.002330
80769		0.002330
80770		0.002330
80771		0.002330
80772		0.002330
80773		0.002330
80774		0.002330
80775		0.002330
80776		0.002330
80777		0.002330
80778		0.002330
80779		0.002330
80780		0.002330
80781		0.002330
80782		0.002330
80783		0.002330
80784		0.002330
80785		0.002330
80786		0.002330
80787		0.002330
80788		0.002330
80789		0.002330
80790		0.002330
80791		0.002330
80792		0.002330
80793		0.002330
80794		0.002330
80795		0.002330
80796		0.002330
80797		0.002330
80798		0.002330
80799		0.002330
80800		0.002330
80801		0.002330
80802		0.002330
80803		0.002330
80804		0.002330
80805		0.002330
80806		0.002330
80807		0.002330
80808		0.002330
80809		0.002330
80810		0.002330
80811		0.002330
80812		0.002330
80813		0.002330
80814		0.002330
80815		0.002330
80816		0.002330
80817		0.002330
80818		0.002330
80819		0.002330
80820		0.002330
80821		0.002330
80822		0.002330
80823		0.002330
80824		0.002330
80825		0.002330
80826		0.002330
80827		0.002330
80828		0.002330
80829		0.002330
80830		0.002330
80831		0.002330
80832		0.002330
80833		0.002330
80834		0.002330
80835		0.002330
80836		0.002330
80837		0.002330
80838		0.002330
80839		0.002330
80840		0.002330
80841		0.002330
80842		0.002330
80843		0.002330
80844		0.002330
80845		0.002330
80846		0.002330
80847		0.002330
80848		0.002330
80849		0.002330
80850		0.002330
80851		0.002330
80852		0.002330
80853		0.002330
80854		0.002330
80855		0.002330
80856		0.002330
80857		0.002330
80858		0.002330
80859		0.002330
80860		0.002330
80861		0.002330
80862		0.002330
80863		0.002330
80864		0.002330
80865		0.002330
80866		0.002330
80867		0.002330
80868		0.002330
80869		0.002330
80870		0.002330
80871		0.002330
80872		0.002330
80873		0.002330
80874		0.002330
80875		0.002330
80876		0.002330
80877		0.002330
80878		0.002330
80879		0.002330
80880		0.002330
80881		0.002330
80882		0.002330
80883		0.002330
80884		0.002330
80885		0.002330
80886		0.002330
80887		0.002330
80888		0.002330
80889		0.002330
80890		0.002330
80891		0.002330
80892		0.002330
80893		0.002330
80894		0.002330
80895		0.002330
80896		0.002330
80897		0.002330
80898		0.002330
80899		0.002330
80900		0.002330
80901		0.002330
80902		0.002330
80903		0.002330
80904		0.002330
80905		0.002330
80906		0.002330
80907		0.002330
80908		0.002330
80909		0.002330
80910		0.002330
80911		0.002330
80912		0.002330
80913		0.002330
80914		0.002330
80915		0.002330
80916		0.002330
80917		0.002330
80918		0.002330
80919		0.002330
80920		0.002330
80921		0.002330
80922		0.002330
80923		0.002330
80924		0.002330
80925		0.002330
80926		0.002330
80927		0.002330
80928		0.002330
80929		0.002330
80930		0.002330
80931		0.002330
80932		0.002330
80933		0.002330
80934		0.002330
80935		0.002330
80936		0.002330
80937		0.002330
80938		0.002330
80939		0.002330
80940		0.002330
80941		0.002330
80942		0.002330
80943		0.002330
80944		0.002330
80945		0.002330
80946		0.002330
80947		0.002330
80948		0.002330
80949		0.002330
80950		0.002330
80951		0.002330
80952		0.002330
80953		0.002330
80954		0.002330
80955		0.002330
80956		0.002330
80957		0.002330
80958		0.002330
80959		0.002330
80960		0.002330
80961		0.002330
80962		0.002330
80963		0.002330
80964		0.002330
80965		0.002330
80966		0.002330
80967		0.002330
80968		0.002330
80969		0.002330
80970		0.002330
80971		0.002330
80972		0.002330
80973		0.002330
80974		0.002330
80975		0.002330
80976		0.002330
80977		0.002330
80978		0.002330
80979		0.002330
80980		0.002330
80981		0.002330
80982		0.002330
80983		0.002330
80984		0.002330
80985		0.002330
80986		0.002330
80987		0.002330
80988		0.002330
80989		0.002330
80990		0.002330
80991		0.002330
80992		0.002330
80993		0.002330
80994		0.002330
80995		0.002330
80996		0.002330
80997		0.002330
80998		0.002330
80999		0.002330
81000		0.002330
81001		0.002330
81002		0.002330
81003		0.002330
81004		0.002330
81005		0.002330
81006		0.002330
81007		0.002330
81008		0.002330
81009		0.002330
81010		0.002330
81011		0.002330
81012		0.002330
81013		0.002330
81014		0.002330
81015		0.002330
81016		0.002330
81017		0.002330
81018		0.002330
81019		0.002330
81020		0.002330
81021		0.002330
81022		0.002330
81023		0.002330
81024		0.002330
81025		0.002330
81026		0.002330
81027		0.002330
81028		0.002330
81029		0.002330
81030		0.002330
81031		0.002330
81032		0.002330
81033		0.002330
81034		0.002330
81035		0.002330
81036		0.002330
81037		0.002330
81038		0.002330
81039		0.002330
81040		0.002330
81041		0.002330
81042		0.002330
81043		0.002330
81044		0.002330
81045		0.002330
81046		0.002330
81047		0.002330
81048		0.002330
81049		0.002330
81050		0.002330
81051		0.002330
81052		0.002330
81053		0.002330
81054		0.002330
81055		0.002330
81056		0.002330
81057		0.002330
81058		0.002330
81059		0.002330
81060		0.002330
81061		0.002330
81062		0.002330
81063		0.002330
81064		0.002330
81065		0.002330
81066		0.002330
81067		0.002330
81068		0.002330
81069		0.002330
81070		0.002330
81071		0.002330
81072		0.002330
81073		0.002330
81074		0.002330
81075		0.002330
81076		0.002330
81077		0.002330
81078		0.002330
81079		0.002330
81080		0.002330
81081		0.002330
81082		0.002330
81083		0.002330
81084		0.002330
81085		0.002330
81086		0.002330
81087		0.002330
81088		0.002330
81089		0.002330
81090		0.002330
81091		0.002330
81092		0.002330
81093		0.002330
81094		0.002330
81095		0.002330
81096		0.002330
81097		0.002330
81098		0.002330
81099		0.002330
81100		0.002330
81101		0.002330
81102		0.002330
81103		0.002330
81104		0.002330
81105		0.002330
81106		0.002330
81107		0.002330
81108		0.002330
81109		0.002330
81110		0.002330
81111		0.002330
81112		0.002330
81113		0.002330
81114		0.002330
81115		0.002330
81116		0.002330
81117		0.002330
81118		0.002330
81119		0.002330
81120		0.002330
81121		0.002330
81122		0.002330
81123		0.002330
81124		0.002330
81125		0.002330
81126		0.002330
81127		0.002330
81128		0.002330
81129		0.002330
81130		0.002330
81131		0.002330
81132		0.002330
81133		0.002330
81134		0.002330
81135		0.002330
81136		0.002330
81137		0.002330
81138		0.002330
81139		0.002330
81140		0.002330
81141		0.002330
81142		0.002330
81143		0.002330
81144		0.002330
81145		0.002330
81146		0.002330
81147		0.002330
81148		0.002330
81149		0.002330
81150		0.002330
81151		0.002330
81152		0.002330
81153		0.002330
81154		0.002330
81155		0.002330
81156		0.002330
81157		0.002330
81158		0.002330
81159		0.002330
81160		0.002330
81161		0.002330
81162		0.002330
81163		0.002330
81164		0.002330
81165		0.002330
81166		0.002330
81167		0.002330
81168		0.002330
81169		0.002330
81170		0.002330
81171		0.002330
81172		0.002330
81173		0.002330
81174		0.002330
81175		0.002330
81176		0.002330
81177		0.002330
81178		0.002330
81179		0.002330
81180		0.002330
81181		0.002330
81182		0.002330
81183		0.002330
81184		0.002330
81185		0.002330
81186		0.002330
81187		0.002330
81188		0.002330
81189		0.002330
81190		0.002330
81191		0.002330
81192		0.002330
81193		0.002330
81194		0.002330
81195		0.002330
81196		0.002330
81197		0.002330
81198		0.002330
81199		0.002330
81200		0.002330
81201		0.002330
81202		0.002330
81203		0.002330
81204		0.002330
81205		0.002330
81206		0.002330
81207		0.002330
81208		0.002330
81209		0.002330
81210		0.002330
81211		0.002330
81212		0.002330
81213		0.002330
81214		0.002330
81215		0.002330
81216		0.002330
81217		0.002330
81218		0.002330
81219		0.002330
81220		0.002330
81221		0.002330
81222		0.002330
81223		0.002330
81224		0.002330
81225		0.002330
81226		0.002330
81227		0.002330
81228		0.002330
81229		0.002330
81230		0.002330
81231		0.002330
81232		0.002330
81233		0.002330
81234		0.002330
81235		0.002330
81236		0.002330
81237		0.002330
81238		0.002330
81239		0.002330
81240		0.002330
81241		0.002330
81242		0.002330
81243		0.002330
81244		0.002330
81245		0.002330
81246		0.002330
81247		0.002330
81248		0.002330
81249		0.002330
81250		0.002330
81251		0.002330
81252		0.002330
81253		0.002330
81254		0.002330
81255		0.002330
81256		0.002330
81257		0.002330
81258		0.002330
81259		0.002330
81260		0.002330
81261		0.002330
81262		0.002330
81263		0.002330
81264		0.002330
81265		0.002330
81266		0.002330
81267		0.002330
81268		0.002330
81269		0.002330
81270		0.002330
81271		0.002330
81272		0.002330
81273		0.002330
81274		0.002330
81275		0.002330
81276		0.002330
81277		0.002330
81278		0.002330
81279		0.002330
81280		0.002330
81281		0.002330
81282		0.002330
81283		0.002330
81284		0.002330
81285		0.002330
81286		0.002330
81287		0.002330
81288		0.002330
81289		0.002330
81290		0.002330
81291		0.002330
81292		0.002330
81293		0.002330
81294		0.002330
81295		0.002330
81296		0.002330
81297		0.002330
81298		0.002330
81299		0.002330
81300		0.002330
81301		0.002330
81302		0.002330
81303		0.002330
81304		0.002330
81305		0.002330
81306		0.002330
81307		0.002330
81308		0.002330
81309		0.002330
81310		0.002330
81311		0.002330
81312		0.002330
81313		0.002330
81314		0.002330
81315		0.002330
81316		0.002330
81317		0.002330
81318		0.002330
81319		0.002330
81320		0.002330
81321		0.002330
81322		0.002330
81323		0.002330
81324		0.002330
81325		0.002330
81326		0.002330
81327		0.002330
81328		0.002330
81329		0.002330
81330		0.002330
81331		0.002330
81332		0.002330
81333		0.002330
81334		0.002330
81335		0.002330
81336		0.002330
81337		0.002330
81338		0.002330
81339		0.002330
81340		0.002330
81341		0.002330
81342		0.002330
81343		0.002330
81344		0.002330
81345		0.002330
81346		0.002330
81347		0.002330
81348		0.002330
81349		0.002330
81350		0.002330
81351		0.002330
81352		0.002330
81353		0.002330
81354		0.002330
81355		0.002330
81356		0.002330
81357		0.002330
81358		0.002330
81359		0.002330
81360		0.002330
81361		0.002330
81362		0.002330
81363		0.002330
81364		0.002330
81365		0.002330
81366		0.002330
81367		0.002330
81368		0.002330
81369		0.002330
81370		0.002330
81371		0.002330
81372		0.002330
81373		0.002330
81374		0.002330
81375		0.002330
81376		0.002330
81377		0.002330
81378		0.002330
81379		0.002330
81380		0.002330
81381		0.002330
81382		0.002330
81383		0.002330
81384		0.002330
81385		0.002330
81386		0.002330
81387		0.002330
81388		0.002330
81389		0.002330
81390		0.002330
81391		0.002330
81392		0.002330
81393		0.002330
81394		0.002330
81395		0.002330
81396		0.002330
81397		0.002330
81398		0.002330
81399		0.002330
81400		0.002330
81401		0.002330
81402		0.002330
81403		0.002330
81404		0.002330
81405		0.002330
81406		0.002330
81407		0.002330
81408		0.002330
81409		0.002330
81410		0.002330
81411		0.002330
81412		0.002330
81413		0.002330
81414		0.002330
81415		0.002330
81416		0.002330
81417		0.002330
81418		0.002330
81419		0.002330
81420		0.002330
81421		0.002330
81422		0.002330
81423		0.002330
81424		0.002330
81425		0.002330
81426		0.002330
81427		0.002330
81428		0.002330
81429		0.002330
81430		0.002330
81431		0.002330
81432		0.002330
81433		0.002330
81434		0.002330
81435		0.002330
81436		0.002330
81437		0.002330
81438		0.002330
81439		0.002330
81440		0.002330
81441		0.002330
81442		0.002330
81443		0.002330
81444		0.002330
81445		0.002330
81446		0.002330
81447		0.002330
81448		0.002330
81449		0.002330
81450		0.002330
81451		0.002330
81452		0.002330
81453		0.002330
81454		0.002330
81455		0.002330
81456		0.002330
81457		0.002330
81458		0.002330
